Object ID,Digital ID,Title,Object Title,Alternative Title,Creator,Contributor,Summary,Note,Subject,Genre,Publisher,Date,Approximate Date,Coverage Temporal,Coverage Spatial,Language,Repository,Collection Title,Collection No.,Series,Container,Rights,Standardized Rights Statement
asm0341001171,asm03410011710001001,Page 1,Fly to Ireland by Clipper,,,,,,,,,,,,,,,,,,,,
asm0341001171,asm03410011710002001,Page 2,Fly to Ireland by Clipper,,,,,,,,,,,,,,,,,,,,
asm0341001172,,Ad clericos et religiosos : viros iuvandos per terrarum orbem peregrinantes,Ad clericos et religiosos : viros iuvandos per terrarum orbem peregrinantes,,"Pan American World Airways, Inc.",,,,,Promotional materials; Brochures;,,,,,,lat,University of Miami. Library. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Brochures and Booklets: Destinations,Box No. 1 of 1; Box Title: Brochures and Booklets: Destinations; Folder No. 13; Folder Title: Europe (2 of 6),"The copyright and related rights status of this material is unknown. The Pan Am brand remains under trademark. For additional information, please visit: https://digitalcollections.library.miami.edu/digital/custom/copyright-guidelines",http://rightsstatements.org/vocab/UND/1.0/
asm0341001172,asm03410011720001001,Page 1,Ad clericos et religiosos : viros iuvandos per terrarum orbem peregrinantes,,,,,,,,,,,,,,,,,,,,
asm0341001172,asm03410011720002001,Page 2,Ad clericos et religiosos : viros iuvandos per terrarum orbem peregrinantes,,,,,,,,,,,,,,,,,,,,
asm0341001173,,Pan American's guide to Turkey,Pan American's guide to Turkey,,"Pan American World Airways, Inc.",,,,,Travel guidebooks;,,,,,Turkey,eng,University of Miami. Library. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Brochures and Booklets: Destinations,Box No. 1 of 1; Box Title: Brochures and Booklets: Destinations; Folder No. 14; Folder Title: Europe (3 of 6),"The copyright and related rights status of this material is unknown. The Pan Am brand remains under trademark. For additional information, please visit: https://digitalcollections.library.miami.edu/digital/custom/copyright-guidelines",http://rightsstatements.org/vocab/UND/1.0/
asm0341001173,asm03410011730001001,Page 1,Pan American's guide to Turkey,,,,,,,,,,,,,,,,,,,,
asm0341001173,asm03410011730002001,Page 2,Pan American's guide to Turkey,,,,,,,,,,,,,,,,,,,,
asm0341001173,asm03410011730003001,Page 3,Pan American's guide to Turkey,,,,,,,,,,,,,,,,,,,,
asm0341001173,asm03410011730004001,Page 4,Pan American's guide to Turkey,,,,,,,,,,,,,,,,,,,,
asm0341001173,asm03410011730005001,Page 5,Pan American's guide to Turkey,,,,,,,,,,,,,,,,,,,,
asm0341001173,asm03410011730006001,Page 6,Pan American's guide to Turkey,,,,,,,,,,,,,,,,,,,,
asm0341001173,asm03410011730007001,Page 7,Pan American's guide to Turkey,,,,,,,,,,,,,,,,,,,,
asm0341001173,asm03410011730008001,Page 8,Pan American's guide to Turkey,,,,,,,,,,,,,,,,,,,,
asm0341001174,,Pan American's guide to England,Pan American's guide to England,,"Pan American World Airways, Inc.",,,,,Travel guidebooks;,,,,,England,eng,University of Miami. Library. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Brochures and Booklets: Destinations,Box No. 1 of 1; Box Title: Brochures and Booklets: Destinations; Folder No. 14; Folder Title: Europe (3 of 6),"The copyright and related rights status of this material is unknown. The Pan Am brand remains under trademark. For additional information, please visit: https://digitalcollections.library.miami.edu/digital/custom/copyright-guidelines",http://rightsstatements.org/vocab/UND/1.0/
asm0341001174,asm03410011740001001,Page 1,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001174,asm03410011740002001,Page 2,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001174,asm03410011740003001,Page 3,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001174,asm03410011740004001,Page 4,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001174,asm03410011740005001,Page 5,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001174,asm03410011740006001,Page 6,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001174,asm03410011740007001,Page 7,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001174,asm03410011740008001,Page 8,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001174,asm03410011740009001,Page 9,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001174,asm03410011740010001,Page 10,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001174,asm03410011740011001,Page 11,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001174,asm03410011740012001,Page 12,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001175,,Pan American's guide to England,Pan American's guide to England,,"Pan American World Airways, Inc.",,,,,Travel guidebooks;,,,,,England,eng,University of Miami. Library. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Brochures and Booklets: Destinations,Box No. 1 of 1; Box Title: Brochures and Booklets: Destinations; Folder No. 14; Folder Title: Europe (3 of 6),"The copyright and related rights status of this material is unknown. The Pan Am brand remains under trademark. For additional information, please visit: https://digitalcollections.library.miami.edu/digital/custom/copyright-guidelines",http://rightsstatements.org/vocab/UND/1.0/
asm0341001175,asm03410011750001001,Page 1,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001175,asm03410011750002001,Page 2,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001175,asm03410011750003001,Page 3,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001175,asm03410011750004001,Page 4,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001175,asm03410011750005001,Page 5,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001175,asm03410011750006001,Page 6,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001175,asm03410011750007001,Page 7,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001175,asm03410011750008001,Page 8,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001175,asm03410011750009001,Page 9,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001175,asm03410011750010001,Page 10,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001175,asm03410011750011001,Page 11,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001175,asm03410011750012001,Page 12,Pan American's guide to England,,,,,,,,,,,,,,,,,,,,
asm0341001176,,Pan American's guide to Austria,Pan American's guide to Austria,,"Pan American World Airways, Inc.",,,,,Travel guidebooks;,,,,,Austria,eng,University of Miami. Library. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Brochures and Booklets: Destinations,Box No. 1 of 1; Box Title: Brochures and Booklets: Destinations; Folder No. 14; Folder Title: Europe (3 of 6),"The copyright and related rights status of this material is unknown. The Pan Am brand remains under trademark. For additional information, please visit: https://digitalcollections.library.miami.edu/digital/custom/copyright-guidelines",http://rightsstatements.org/vocab/UND/1.0/
asm0341001176,asm03410011760001001,Page 1,Pan American's guide to Austria,,,,,,,,,,,,,,,,,,,,
asm0341001176,asm03410011760002001,Page 2,Pan American's guide to Austria,,,,,,,,,,,,,,,,,,,,
asm0341001176,asm03410011760003001,Page 3,Pan American's guide to Austria,,,,,,,,,,,,,,,,,,,,
asm0341001176,asm03410011760004001,Page 4,Pan American's guide to Austria,,,,,,,,,,,,,,,,,,,,
asm0341001176,asm03410011760005001,Page 5,Pan American's guide to Austria,,,,,,,,,,,,,,,,,,,,
asm0341001176,asm03410011760006001,Page 6,Pan American's guide to Austria,,,,,,,,,,,,,,,,,,,,
asm0341001176,asm03410011760007001,Page 7,Pan American's guide to Austria,,,,,,,,,,,,,,,,,,,,
asm0341001176,asm03410011760008001,Page 8,Pan American's guide to Austria,,,,,,,,,,,,,,,,,,,,
asm0341001176,asm03410011760009001,Page 9,Pan American's guide to Austria,,,,,,,,,,,,,,,,,,,,
asm0341001176,asm03410011760010001,Page 10,Pan American's guide to Austria,,,,,,,,,,,,,,,,,,,,
asm0341001176,asm03410011760011001,Page 11,Pan American's guide to Austria,,,,,,,,,,,,,,,,,,,,
asm0341001176,asm03410011760012001,Page 12,Pan American's guide to Austria,,,,,,,,,,,,,,,,,,,,
asm0341001177,,Pan American's guide to France,Pan American's guide to France,,"Pan American World Airways, Inc.",,,,,Travel guidebooks;,,,,,France,eng,University of Miami. Library. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Brochures and Booklets: Destinations,Box No. 1 of 1; Box Title: Brochures and Booklets: Destinations; Folder No. 14; Folder Title: Europe (3 of 6),"The copyright and related rights status of this material is unknown. The Pan Am brand remains under trademark. For additional information, please visit: https://digitalcollections.library.miami.edu/digital/custom/copyright-guidelines",http://rightsstatements.org/vocab/UND/1.0/
asm0341001177,asm03410011770001001,Page 1,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001177,asm03410011770002001,Page 2,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001177,asm03410011770003001,Page 3,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001177,asm03410011770004001,Page 4,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001177,asm03410011770005001,Page 5,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001177,asm03410011770006001,Page 6,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001177,asm03410011770007001,Page 7,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001177,asm03410011770008001,Page 8,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001177,asm03410011770009001,Page 9,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001177,asm03410011770010001,Page 10,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001177,asm03410011770011001,Page 11,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001177,asm03410011770012001,Page 12,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001178,,Pan American's guide to Germany,Pan American's guide to Germany,,"Pan American World Airways, Inc.",,,,,Travel guidebooks;,,,,,Germany,eng,University of Miami. Library. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Brochures and Booklets: Destinations,Box No. 1 of 1; Box Title: Brochures and Booklets: Destinations; Folder No. 14; Folder Title: Europe (3 of 6),"The copyright and related rights status of this material is unknown. The Pan Am brand remains under trademark. For additional information, please visit: https://digitalcollections.library.miami.edu/digital/custom/copyright-guidelines",http://rightsstatements.org/vocab/UND/1.0/
asm0341001178,asm03410011780001001,Page 1,Pan American's guide to Germany,,,,,,,,,,,,,,,,,,,,
asm0341001178,asm03410011780002001,Page 2,Pan American's guide to Germany,,,,,,,,,,,,,,,,,,,,
asm0341001178,asm03410011780003001,Page 3,Pan American's guide to Germany,,,,,,,,,,,,,,,,,,,,
asm0341001178,asm03410011780004001,Page 4,Pan American's guide to Germany,,,,,,,,,,,,,,,,,,,,
asm0341001178,asm03410011780005001,Page 5,Pan American's guide to Germany,,,,,,,,,,,,,,,,,,,,
asm0341001178,asm03410011780006001,Page 6,Pan American's guide to Germany,,,,,,,,,,,,,,,,,,,,
asm0341001178,asm03410011780007001,Page 7,Pan American's guide to Germany,,,,,,,,,,,,,,,,,,,,
asm0341001178,asm03410011780008001,Page 8,Pan American's guide to Germany,,,,,,,,,,,,,,,,,,,,
asm0341001178,asm03410011780009001,Page 9,Pan American's guide to Germany,,,,,,,,,,,,,,,,,,,,
asm0341001178,asm03410011780010001,Page 10,Pan American's guide to Germany,,,,,,,,,,,,,,,,,,,,
asm0341001178,asm03410011780011001,Page 11,Pan American's guide to Germany,,,,,,,,,,,,,,,,,,,,
asm0341001178,asm03410011780012001,Page 12,Pan American's guide to Germany,,,,,,,,,,,,,,,,,,,,
asm0341001179,,Pan American's guide to Belgium,Pan American's guide to Belgium,,"Pan American World Airways, Inc.",,,,,Travel guidebooks;,,,,,Belgium,eng,University of Miami. Library. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Brochures and Booklets: Destinations,Box No. 1 of 1; Box Title: Brochures and Booklets: Destinations; Folder No. 14; Folder Title: Europe (3 of 6),"The copyright and related rights status of this material is unknown. The Pan Am brand remains under trademark. For additional information, please visit: https://digitalcollections.library.miami.edu/digital/custom/copyright-guidelines",http://rightsstatements.org/vocab/UND/1.0/
asm0341001179,asm03410011790001001,Page 1,Pan American's guide to Belgium,,,,,,,,,,,,,,,,,,,,
asm0341001179,asm03410011790002001,Page 2,Pan American's guide to Belgium,,,,,,,,,,,,,,,,,,,,
asm0341001179,asm03410011790003001,Page 3,Pan American's guide to Belgium,,,,,,,,,,,,,,,,,,,,
asm0341001179,asm03410011790004001,Page 4,Pan American's guide to Belgium,,,,,,,,,,,,,,,,,,,,
asm0341001179,asm03410011790005001,Page 5,Pan American's guide to Belgium,,,,,,,,,,,,,,,,,,,,
asm0341001179,asm03410011790006001,Page 6,Pan American's guide to Belgium,,,,,,,,,,,,,,,,,,,,
asm0341001179,asm03410011790007001,Page 7,Pan American's guide to Belgium,,,,,,,,,,,,,,,,,,,,
asm0341001179,asm03410011790008001,Page 8,Pan American's guide to Belgium,,,,,,,,,,,,,,,,,,,,
asm0341001180,,Pan American's guide to France,Pan American's guide to France,,"Pan American World Airways, Inc.",,,,,Travel guidebooks;,,1965,,1960-1969,France,eng,University of Miami. Library. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Brochures and Booklets: Destinations,Box No. 1 of 1; Box Title: Brochures and Booklets: Destinations; Folder No. 14; Folder Title: Europe (3 of 6),"This material is protected by copyright. Use for education purposes is permitted. Copyright was originally held by Pan American World Airways, Inc., but was transferred to the University of Miami. The Pan Am brand remains under trademark. For additional information, please visit: https://digitalcollections.library.miami.edu/digital/custom/copyright-guidelines",http://rightsstatements.org/vocab/InC-EDU/1.0/
asm0341001180,asm03410011800001001,Page 1,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001180,asm03410011800002001,Page 2,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001180,asm03410011800003001,Page 3,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001180,asm03410011800004001,Page 4,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001180,asm03410011800005001,Page 5,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001180,asm03410011800006001,Page 6,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001180,asm03410011800007001,Page 7,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001180,asm03410011800008001,Page 8,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001180,asm03410011800009001,Page 9,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001180,asm03410011800010001,Page 10,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001180,asm03410011800011001,Page 11,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001180,asm03410011800012001,Page 12,Pan American's guide to France,,,,,,,,,,,,,,,,,,,,
asm0341001181,,Pan American's guide to Great Britain and Northern Ireland,Pan American's guide to Great Britain and Northern Ireland,,"Pan American World Airways, Inc.",,,,,Travel guidebooks;,,1965,,1960-1969,Great Britain; Northern Ireland,eng,University of Miami. Library. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Brochures and Booklets: Destinations,Box No. 1 of 1; Box Title: Brochures and Booklets: Destinations; Folder No. 14; Folder Title: Europe (3 of 6),"This material is protected by copyright. Use for education purposes is permitted. Copyright was originally held by Pan American World Airways, Inc., but was transferred to the University of Miami. The Pan Am brand remains under trademark. For additional information, please visit: https://digitalcollections.library.miami.edu/digital/custom/copyright-guidelines",http://rightsstatements.org/vocab/InC-EDU/1.0/
asm0341001181,asm03410011810001001,Page 1,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810002001,Page 2,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810003001,Page 3,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810004001,Page 4,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810005001,Page 5,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810006001,Page 6,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810007001,Page 7,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810008001,Page 8,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810009001,Page 9,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810010001,Page 10,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810011001,Page 11,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810012001,Page 12,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810013001,Page 13,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810014001,Page 14,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810015001,Page 15,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810016001,Page 16,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810017001,Page 17,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810018001,Page 18,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810019001,Page 19,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001181,asm03410011810020001,Page 20,Pan American's guide to Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001182,,Pan American's guide to Sweden,Pan American's guide to Sweden,,"Pan American World Airways, Inc.",,,,,Travel guidebooks;,,1965,,1960-1969,Sweden,eng,University of Miami. Library. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Brochures and Booklets: Destinations,Box No. 1 of 1; Box Title: Brochures and Booklets: Destinations; Folder No. 14; Folder Title: Europe (3 of 6),"This material is protected by copyright. Use for education purposes is permitted. Copyright was originally held by Pan American World Airways, Inc., but was transferred to the University of Miami. The Pan Am brand remains under trademark. For additional information, please visit: https://digitalcollections.library.miami.edu/digital/custom/copyright-guidelines",http://rightsstatements.org/vocab/InC-EDU/1.0/
asm0341001182,asm03410011820001001,Page 1,Pan American's guide to Sweden,,,,,,,,,,,,,,,,,,,,
asm0341001182,asm03410011820002001,Page 2,Pan American's guide to Sweden,,,,,,,,,,,,,,,,,,,,
asm0341001182,asm03410011820003001,Page 3,Pan American's guide to Sweden,,,,,,,,,,,,,,,,,,,,
asm0341001182,asm03410011820004001,Page 4,Pan American's guide to Sweden,,,,,,,,,,,,,,,,,,,,
asm0341001182,asm03410011820005001,Page 5,Pan American's guide to Sweden,,,,,,,,,,,,,,,,,,,,
asm0341001182,asm03410011820006001,Page 6,Pan American's guide to Sweden,,,,,,,,,,,,,,,,,,,,
asm0341001182,asm03410011820007001,Page 7,Pan American's guide to Sweden,,,,,,,,,,,,,,,,,,,,
asm0341001182,asm03410011820008001,Page 8,Pan American's guide to Sweden,,,,,,,,,,,,,,,,,,,,
asm0341001182,asm03410011820009001,Page 9,Pan American's guide to Sweden,,,,,,,,,,,,,,,,,,,,
asm0341001182,asm03410011820010001,Page 10,Pan American's guide to Sweden,,,,,,,,,,,,,,,,,,,,
asm0341001182,asm03410011820011001,Page 11,Pan American's guide to Sweden,,,,,,,,,,,,,,,,,,,,
asm0341001182,asm03410011820012001,Page 12,Pan American's guide to Sweden,,,,,,,,,,,,,,,,,,,,
asm0341001183,,Pan American's guide to Denmark,Pan American's guide to Denmark,,"Pan American World Airways, Inc.",,,,,Travel guidebooks;,,1965,,1960-1969,Denmark,eng,University of Miami. Library. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Brochures and Booklets: Destinations,Box No. 1 of 1; Box Title: Brochures and Booklets: Destinations; Folder No. 14; Folder Title: Europe (3 of 6),"This material is protected by copyright. Use for education purposes is permitted. Copyright was originally held by Pan American World Airways, Inc., but was transferred to the University of Miami. The Pan Am brand remains under trademark. For additional information, please visit: https://digitalcollections.library.miami.edu/digital/custom/copyright-guidelines",http://rightsstatements.org/vocab/InC-EDU/1.0/
asm0341001183,asm03410011830001001,Page 1,Pan American's guide to Denmark,,,,,,,,,,,,,,,,,,,,
asm0341001183,asm03410011830002001,Page 2,Pan American's guide to Denmark,,,,,,,,,,,,,,,,,,,,
asm0341001183,asm03410011830003001,Page 3,Pan American's guide to Denmark,,,,,,,,,,,,,,,,,,,,
asm0341001183,asm03410011830004001,Page 4,Pan American's guide to Denmark,,,,,,,,,,,,,,,,,,,,
asm0341001183,asm03410011830005001,Page 5,Pan American's guide to Denmark,,,,,,,,,,,,,,,,,,,,
asm0341001183,asm03410011830006001,Page 6,Pan American's guide to Denmark,,,,,,,,,,,,,,,,,,,,
asm0341001183,asm03410011830007001,Page 7,Pan American's guide to Denmark,,,,,,,,,,,,,,,,,,,,
asm0341001183,asm03410011830008001,Page 8,Pan American's guide to Denmark,,,,,,,,,,,,,,,,,,,,
asm0341001184,,Pan American's guide to Greece,Pan American's guide to Greece,,"Pan American World Airways, Inc.",,,,,Travel guidebooks;,,1965,,1960-1969,Greece,eng,University of Miami. Library. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Brochures and Booklets: Destinations,Box No. 1 of 1; Box Title: Brochures and Booklets: Destinations; Folder No. 14; Folder Title: Europe (3 of 6),"This material is protected by copyright. Use for education purposes is permitted. Copyright was originally held by Pan American World Airways, Inc., but was transferred to the University of Miami. The Pan Am brand remains under trademark. For additional information, please visit: https://digitalcollections.library.miami.edu/digital/custom/copyright-guidelines",http://rightsstatements.org/vocab/InC-EDU/1.0/
asm0341001184,asm03410011840001001,Page 1,Pan American's guide to Greece,,,,,,,,,,,,,,,,,,,,
asm0341001184,asm03410011840002001,Page 2,Pan American's guide to Greece,,,,,,,,,,,,,,,,,,,,
asm0341001184,asm03410011840003001,Page 3,Pan American's guide to Greece,,,,,,,,,,,,,,,,,,,,
asm0341001184,asm03410011840004001,Page 4,Pan American's guide to Greece,,,,,,,,,,,,,,,,,,,,
asm0341001184,asm03410011840005001,Page 5,Pan American's guide to Greece,,,,,,,,,,,,,,,,,,,,
asm0341001184,asm03410011840006001,Page 6,Pan American's guide to Greece,,,,,,,,,,,,,,,,,,,,
asm0341001184,asm03410011840007001,Page 7,Pan American's guide to Greece,,,,,,,,,,,,,,,,,,,,
asm0341001184,asm03410011840008001,Page 8,Pan American's guide to Greece,,,,,,,,,,,,,,,,,,,,
asm0341001185,,Pan American's guide to Ireland,Pan American's guide to Ireland,,"Pan American World Airways, Inc.",,,,,Travel guidebooks;,,1965,,1960-1969,Ireland,eng,University of Miami. Library. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Brochures and Booklets: Destinations,Box No. 1 of 1; Box Title: Brochures and Booklets: Destinations; Folder No. 14; Folder Title: Europe (3 of 6),"This material is protected by copyright. Use for education purposes is permitted. Copyright was originally held by Pan American World Airways, Inc., but was transferred to the University of Miami. The Pan Am brand remains under trademark. For additional information, please visit: https://digitalcollections.library.miami.edu/digital/custom/copyright-guidelines",http://rightsstatements.org/vocab/InC-EDU/1.0/
asm0341001185,asm03410011850001001,Page 1,Pan American's guide to Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001185,asm03410011850002001,Page 2,Pan American's guide to Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001185,asm03410011850003001,Page 3,Pan American's guide to Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001185,asm03410011850004001,Page 4,Pan American's guide to Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001185,asm03410011850005001,Page 5,Pan American's guide to Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001185,asm03410011850006001,Page 6,Pan American's guide to Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001185,asm03410011850007001,Page 7,Pan American's guide to Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001185,asm03410011850008001,Page 8,Pan American's guide to Ireland,,,,,,,,,,,,,,,,,,,,
asm0341001186,,Pan American's guide to Italy,Pan American's guide to Italy,,"Pan American World Airways, Inc.",,,,,Travel guidebooks;,,,,,Italy,eng,University of Miami. Library. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Brochures and Booklets: Destinations,Box No. 1 of 1; Box Title: Brochures and Booklets: Destinations; Folder No. 14; Folder Title: Europe (3 of 6),"The copyright and related rights status of this material is unknown. The Pan Am brand remains under trademark. For additional information, please visit: https://digitalcollections.library.miami.edu/digital/custom/copyright-guidelines",http://rightsstatements.org/vocab/UND/1.0/
asm0341001186,asm03410011860001001,Page 1,Pan American's guide to Italy,,,,,,,,,,,,,,,,,,,,
asm0341001186,asm03410011860002001,Page 2,Pan American's guide to Italy,,,,,,,,,,,,,,,,,,,,
asm0341001186,asm03410011860003001,Page 3,Pan American's guide to Italy,,,,,,,,,,,,,,,,,,,,
asm0341001186,asm03410011860004001,Page 4,Pan American's guide to Italy,,,,,,,,,,,,,,,,,,,,
asm0341001186,asm03410011860005001,Page 5,Pan American's guide to Italy,,,,,,,,,,,,,,,,,,,,
asm0341001186,asm03410011860006001,Page 6,Pan American's guide to Italy,,,,,,,,,,,,,,,,,,,,
asm0341001186,asm03410011860007001,Page 7,Pan American's guide to Italy,,,,,,,,,,,,,,,,,,,,
asm0341001186,asm03410011860008001,Page 8,Pan American's guide to Italy,,,,,,,,,,,,,,,,,,,,
asm0341001186,asm03410011860009001,Page 9,Pan American's guide to Italy,,,,,,,,,,,,,,,,,,,,
asm0341001186,asm03410011860010001,Page 10,Pan American's guide to Italy,,,,,,,,,,,,,,,,,,,,
asm0341001186,asm03410011860011001,Page 11,Pan American's guide to Italy,,,,,,,,,,,,,,,,,,,,
asm0341001186,asm03410011860012001,Page 12,Pan American's guide to Italy,,,,,,,,,,,,,,,,,,,,
asm0341001187,,Pan American's guide to Spain,Pan American's guide to Spain,,"Pan American World Airways, Inc.",,,,,Travel guidebooks;,,1965,,1960-1969,Spain,eng,University of Miami. Library. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Brochures and Booklets: Destinations,Box No. 1 of 1; Box Title: Brochures and Booklets: Destinations; Folder No. 14; Folder Title: Europe (3 of 6),"This material is protected by copyright. Use for education purposes is permitted. Copyright was originally held by Pan American World Airways, Inc., but was transferred to the University of Miami. The Pan Am brand remains under trademark. For additional information, please visit: https://digitalcollections.library.miami.edu/digital/custom/copyright-guidelines",http://rightsstatements.org/vocab/InC-EDU/1.0/
asm0341001187,asm03410011870001001,Page 1,Pan American's guide to Spain,,,,,,,,,,,,,,,,,,,,
asm0341001187,asm03410011870002001,Page 2,Pan American's guide to Spain,,,,,,,,,,,,,,,,,,,,
asm0341001187,asm03410011870003001,Page 3,Pan American's guide to Spain,,,,,,,,,,,,,,,,,,,,
asm0341001187,asm03410011870004001,Page 4,Pan American's guide to Spain,,,,,,,,,,,,,,,,,,,,
